"","Row.names","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol","biotype"
"1","ENSMUSG00000000001.5",82002.7581248374,1.0726720959571,1.27866070185663,0.245955018298151,0.480763051637487,"Gnai3","protein_coding"
"2","ENSMUSG00000000028.16",646.491583270916,5.4956631720325,2.42975409200569,0.00103533780971732,0.0118683702485415,"Cdc45","protein_coding"
"3","ENSMUSG00000000056.8",1104.23029560735,-1.28482729388104,1.33675202669076,0.17673656817234,0.394627402429404,"Narf","protein_coding"
"4","ENSMUSG00000000058.7",639.280697405466,-1.70554194335641,1.61078463775849,0.108016353107207,0.291235353881891,"Cav2","protein_coding"
"5","ENSMUSG00000000078.8",345630.273717936,0.706748152095602,1.12784697456028,0.41136203273258,0.639322309451219,"Klf6","protein_coding"
"6","ENSMUSG00000000085.17",1283.33480227733,-0.152929288884144,1.36221344004232,0.870104803651804,0.936540508088004,"Scmh1","protein_coding"
"7","ENSMUSG00000000088.8",4635.70527797675,-1.12941413077349,1.19700012817758,0.206467363751384,0.433132621782796,"Cox5a","protein_coding"
"8","ENSMUSG00000000127.16",1759.48719736614,-4.14134711696464,1.86316451967427,0.00183669760351714,0.0181363209872878,"Fer","protein_coding"
"9","ENSMUSG00000000131.16",4486.63326294416,-0.730186231017717,1.24829301735177,0.420683097808482,0.646878167099868,"Xpo6","protein_coding"
"10","ENSMUSG00000000134.18",11136.031217952,0.320473068704548,1.06709515106126,0.700199330415827,0.84740198239024,"Tfe3","protein_coding"
"11","ENSMUSG00000000148.18",460.771516358983,6.8326152860755,2.37010677057252,0.000136618115325976,0.00250034705894007,"Brat1","protein_coding"
"12","ENSMUSG00000000149.11",12668.996924342,-4.37543574010103,1.56430529009578,0.000313924039091104,0.00477182783619292,"Gna12","protein_coding"
"13","ENSMUSG00000000154.17",881.888442494064,-5.8041193439667,2.37691691226092,0.000602631166219964,0.0077632643560982,"Slc22a18","protein_coding"
"14","ENSMUSG00000000168.11",2842.21648777893,0.183142421994819,1.128732312814,0.83081441337752,0.916745841788189,"Dlat","protein_coding"
"15","ENSMUSG00000000171.6",3372.71858199998,-0.888470999577488,1.34901441223422,0.34692170012888,0.57920714416512,"Sdhd","protein_coding"
"16","ENSMUSG00000000184.13",10314.3675224873,0.311748618655927,1.09665164742741,0.712093309813116,0.854495871994825,"Ccnd2","protein_coding"
"17","ENSMUSG00000000194.14",8480.11673785225,0.0762874678903367,1.20498694041293,0.931319215278191,0.966600975724102,"Gpr107","protein_coding"
"18","ENSMUSG00000000202.10",27.2038980370389,-0.315186272681883,2.2296646928695,0.76297626957592,NA,"Btbd17","protein_coding"
"19","ENSMUSG00000000204.17",15712.8949993244,10.050781799356,1.45440980302459,1.792596473659e-13,1.11931832752296e-10,"Slfn4","protein_coding"
"20","ENSMUSG00000000244.18",25629.0302019473,1.64575906708191,1.3466282389492,0.088181902386671,0.256031426103532,"Tspan32","protein_coding"
"21","ENSMUSG00000000253.14",47.4957727267999,0.513122721261819,2.32724864525265,0.62429864498173,NA,"Gmpr","protein_coding"
"22","ENSMUSG00000000275.17",21954.9736044529,0.548638255721694,1.07798438585575,0.512692818954808,0.720730270587378,"Trim25","protein_coding"
"23","ENSMUSG00000000276.12",1635.27259588624,-2.93540585864311,1.74908572335125,0.0132037503057836,0.0738467985037441,"Dgke","protein_coding"
"24","ENSMUSG00000000278.11",25090.0652212152,0.409235536568124,1.06284295798478,0.622301753335629,0.799984881642245,"Scpep1","protein_coding"
"25","ENSMUSG00000000282.13",25201.4587084785,0.880339236173709,1.33286385675321,0.34851113018161,0.580214185520356,"Mnt","protein_coding"
"26","ENSMUSG00000000290.14",150924.790256613,1.38170000644701,1.25621599870342,0.134259226512822,0.333761519773677,"Itgb2","protein_coding"
"27","ENSMUSG00000000295.14",642.100133041231,-3.97801624944789,2.56701999249644,0.00967040863070272,0.0595771257196224,"Hddc2","protein_coding"
"28","ENSMUSG00000000303.13",1720.85913538479,2.37512556975624,1.78858976766817,0.0405469754516753,0.158375565937658,"Cdh1","protein_coding"
"29","ENSMUSG00000000317.12",561.731029352167,0.381868759119932,1.66008351376825,0.705507506862168,0.850747852928161,"Bcl6b","protein_coding"
"30","ENSMUSG00000000318.17",45978.0930929968,-2.23245880309383,1.28080245008237,0.0193176691755209,0.0964067034782107,"Clec10a","protein_coding"
"31","ENSMUSG00000000326.14",17625.5900615842,-0.318920396301298,1.12072529519548,0.70900135078034,0.852810123346551,"Comt","protein_coding"
"32","ENSMUSG00000000339.15",2189.56124624372,-1.13669886928895,1.27575753271991,0.219060090579378,0.449511475256157,"Rtca","protein_coding"
"33","ENSMUSG00000000340.11",798.799727321304,-2.21994478824791,1.58522187486861,0.039667366029321,0.156414966716658,"Dbt","protein_coding"
"34","ENSMUSG00000000346.10",103599.521173578,0.494206434889266,1.09788109978044,0.559203454616335,0.757065958547336,"Dazap2","protein_coding"
"35","ENSMUSG00000000355.14",5311.19348740198,1.09310569165372,1.15448517824879,0.212000804567808,0.439958658941796,"Mcts1","protein_coding"
"36","ENSMUSG00000000359.4",22.0226156883648,-0.841343844523493,2.35773584873353,0.438316927432093,NA,"Rem1","protein_coding"
"37","ENSMUSG00000000374.9",4463.48110836235,0.666124632731897,1.15737980729965,0.444833036763343,0.66684122090706,"Trappc10","protein_coding"
"38","ENSMUSG00000000378.16",2111.13099577392,-1.31566511078817,1.37434769293732,0.172998404110614,0.389828030969125,"Ccm2","protein_coding"
"39","ENSMUSG00000000384.16",363.441282694159,-0.755010385861947,1.58948346310072,0.454082919671161,0.674014233191067,"Tbrg4","protein_coding"
"40","ENSMUSG00000000385.9",209.961760544627,-2.73429971488494,2.23036911250518,0.0380181446819721,0.151658250957961,"Tmprss2","protein_coding"
"41","ENSMUSG00000000392.18",1037.25785351764,-1.68029718067022,1.64247504338658,0.116265622090049,0.305005894765254,"Fap","protein_coding"
"42","ENSMUSG00000000399.11",5393.10143209552,-0.245916321546027,1.10188064394252,0.771462691146711,0.887494578955284,"Ndufa9","protein_coding"
"43","ENSMUSG00000000420.16",11756.3069494717,-1.21362571544212,1.15510221822668,0.166746665172225,0.37991325408954,"Galnt1","protein_coding"
"44","ENSMUSG00000000439.10",1353.0636130369,-0.887097430565386,1.69681263503461,0.393533724894579,0.623672811250516,"Mkrn2","protein_coding"
"45","ENSMUSG00000000440.13",3076.6170030395,8.20814535700368,1.79503592732528,3.09953525391218e-07,1.695957047437e-05,"Pparg","protein_coding"
"46","ENSMUSG00000000441.18",1145.55841871855,5.71498822899126,2.26314659447968,0.000509633850795985,0.00681330393727882,"Raf1","protein_coding"
"47","ENSMUSG00000000486.14",38.0646724499933,-0.0884890499637399,2.27002107126048,0.931550386862025,NA,"Septin1","protein_coding"
"48","ENSMUSG00000000489.8",7503.23332587961,0.403741325915986,1.07985173848045,0.629994180368019,0.804512479510332,"Pdgfb","protein_coding"
"49","ENSMUSG00000000530.17",5693.19349800504,0.491472163395365,1.2238774514967,0.582786860904468,0.772512803259357,"Acvrl1","protein_coding"
"50","ENSMUSG00000000531.6",1101.79613937612,7.02257032315029,1.99650695336402,2.2071549049663e-05,0.000556507109648866,"Tamalin","protein_coding"
"51","ENSMUSG00000000532.12",663.159154275625,-4.321768579574,2.3396138846739,0.00439497435108138,0.0335226861093303,"Acvr1b","protein_coding"
"52","ENSMUSG00000000538.19",388.888656116529,3.52966073340362,2.1051326303072,0.00949168184448695,0.0588110779349341,"Tom1l2","protein_coding"
"53","ENSMUSG00000000552.11",629.333139686802,-0.95008911958339,1.44994035056379,0.331394128787147,0.565100189088444,"Zfp385a","protein_coding"
"54","ENSMUSG00000000555.9",26058.9528702265,1.94698227275174,1.24358569663165,0.0362852225413396,0.146842408416439,"Itga5","protein_coding"
"55","ENSMUSG00000000561.15",961.708872263105,0.857191979212056,1.6170473955518,0.400556093785871,0.630264167271524,"Wdr77","protein_coding"
"56","ENSMUSG00000000563.18",11296.8063360949,-0.193295344780574,1.06305484050413,0.815890140992604,0.908687323337412,"Atp5pb","protein_coding"
"57","ENSMUSG00000000568.16",8491.57378286481,-1.09654808965916,1.14682168557525,0.208890075275271,0.436310307149505,"Hnrnpd","protein_coding"
"58","ENSMUSG00000000581.9",757.422446274634,-1.00051140700357,1.36798351744813,0.294248090952725,0.530703856670908,"C1d","protein_coding"
"59","ENSMUSG00000000594.8",164770.097715778,2.1442506275695,1.32266395038067,0.0271220563210147,0.121272379042785,"Gm2a","protein_coding"
"60","ENSMUSG00000000600.16",4097.29512087538,1.12416796470523,1.37007096608171,0.240724977680793,0.474785514322115,"Krit1","protein_coding"
"61","ENSMUSG00000000605.10",11281.4592016395,-1.81077014801808,1.48519762392351,0.0768014707163764,0.234806339762194,"Clcn4","protein_coding"
"62","ENSMUSG00000000628.11",28295.2725814973,1.85142969583113,1.46591914689819,0.0689254741061664,0.220640502906199,"Hk2","protein_coding"
"63","ENSMUSG00000000631.21",5656.23734835793,-1.63413610295674,1.34015166036963,0.0894907853030076,0.258067016025924,"Myo18a","protein_coding"
"64","ENSMUSG00000000673.10",31.2120981781143,1.46116048860006,2.61494617312717,0.208369436355618,NA,"Haao","protein_coding"
"65","ENSMUSG00000000682.8",27703.7607298926,1.73722665883214,1.22910866856466,0.058660915693642,0.199620319327089,"Cd52","protein_coding"
"66","ENSMUSG00000000686.12",1858.32464208001,4.87391663104462,2.203147561445,0.0014791851099487,0.0154847632565142,"Abhd15","protein_coding"
"67","ENSMUSG00000000693.11",119.052021196683,-2.67781390376544,2.75055754789587,0.0535460842682215,0.189016758111355,"Loxl3","protein_coding"
"68","ENSMUSG00000000708.15",9238.76993110157,0.250589912285961,1.13384012378246,0.770609122621611,0.887011042792063,"Kat2b","protein_coding"
"69","ENSMUSG00000000711.4",1626.33841474009,-0.166156074618083,1.17978856372187,0.849633106586759,0.925485420874135,"Rab5b","protein_coding"
"70","ENSMUSG00000000732.10",1124.92510673624,0.0935535548288944,1.31030765538693,0.918968535902124,0.960690467658169,"Icosl","protein_coding"
"71","ENSMUSG00000000738.19",4228.27397115992,0.207877711307628,1.16660908672145,0.811519753467399,0.906362691211667,"Spg7","protein_coding"
"72","ENSMUSG00000000740.13",7133.31813434567,0.637985961292303,1.12800430080848,0.458050498000794,0.676781001248119,"Rpl13","protein_coding"
"73","ENSMUSG00000000743.10",4894.26589499031,2.05647336550062,1.30404512237563,0.0321031404993517,0.135263623401739,"Chmp1a","protein_coding"
"74","ENSMUSG00000000751.14",19454.9948093587,0.485894102928374,1.21110697210969,0.585134485697818,0.773714342089557,"Rpa1","protein_coding"
"75","ENSMUSG00000000753.16",17293.1549824562,2.64533984040381,1.4822274926821,0.0125267203527797,0.0713889808567307,"Serpinf1","protein_coding"
"76","ENSMUSG00000000759.15",3109.66518219174,-0.0778843146817023,1.25896910383445,0.931296890174902,0.966600975724102,"Tubgcp3","protein_coding"
"77","ENSMUSG00000000776.14",7897.35244929198,3.48997727309459,1.58440421133725,0.00251396249977602,0.0227909959731121,"Polr3d","protein_coding"
"78","ENSMUSG00000000787.13",53651.7126035405,0.390372442291444,1.06307569951078,0.638446537478879,0.810732552120462,"Ddx3x","protein_coding"
"79","ENSMUSG00000000804.15",3318.38959586191,-0.646844372971488,1.12811937651524,0.451898403770812,0.67260505526225,"Usp32","protein_coding"
"80","ENSMUSG00000000811.15",198.052462584825,-3.57232999582462,2.8904846545141,0.0199030310147307,0.098402736013678,"Txnrd3","protein_coding"
"81","ENSMUSG00000000823.17",560.84984512688,2.19728544669786,1.89514151766731,0.0625314585174125,0.208013610831192,"Zfp512b","protein_coding"
"82","ENSMUSG00000000826.17",13766.2026662243,-0.189298374816669,1.07866870463353,0.821040445904165,0.911742267315903,"Dnajc5","protein_coding"
"83","ENSMUSG00000000827.19",9697.99991888997,-1.18912311754442,1.20360102687549,0.185278475439605,0.406181540023008,"Tpd52l2","protein_coding"
"84","ENSMUSG00000000838.18",16369.4300336551,1.79542414687097,1.34405714101739,0.0638144397311763,0.211018964857001,"Fmr1","protein_coding"
"85","ENSMUSG00000000861.16",554.214750538103,5.27469257480064,2.12674750550178,0.00065680242509008,0.00828288039845182,"Bcl11a","protein_coding"
"86","ENSMUSG00000000869.13",21.3960478749001,-0.190747686395608,2.21813252294754,0.854518552583947,NA,"Il4","protein_coding"
"87","ENSMUSG00000000876.12",1020.47378883067,-0.90075674459751,1.30730425231588,0.333215267258384,0.566839753517266,"Pxmp4","protein_coding"
"88","ENSMUSG00000000884.18",162.324373550651,2.34597047671388,2.44373361668708,0.0739830602723549,0.230101727028518,"Gnb1l","protein_coding"
"89","ENSMUSG00000000901.18",759.153327508579,-5.94252202844945,2.58835466575712,0.000779887888414343,0.00945035380766924,"Mmp11","protein_coding"
